ip.src,ip.dst,ip.len,ip.flags.df,ip.flags.mf,ip.ttl,ip.proto,tcp.window_size,tcp.ack,tcp.seq,tcp.len,tcp.stream,tcp.urgent_pointer,tcp.flags.urg,tcp.flags.ack,tcp.flags.push,tcp.flags.reset,tcp.flags.syn,tcp.flags.fin,frame.time_relative,frame.time_delta,tcp.time_relative,tcp.time_delta
"192.168.0.5","192.168.0.11","48","1","0","128","6","65535","0","0","0","32","0","0","0","0","0","1","0","158.938216000","0.011630000","0.000000000","0.000000000"
"192.168.0.11","192.168.0.5","48","1","0","128","6","64240","1","0","0","32","0","0","1","0","0","1","0","158.939224000","0.001008000","0.001008000","0.001008000"
"192.168.0.5","192.168.0.11","40","1","0","128","6","65535","1","1","0","32","0","0","1","0","0","0","0","158.939406000","0.000182000","0.001190000","0.000182000"
"192.168.0.5","192.168.0.11","172","1","0","128","6","65535","1","1","132","31","0","0","1","1","0","0","0","158.939711000","0.000305000","0.014401000","0.013125000"
"192.168.0.5","192.168.0.11","172","1","0","128","6","65535","1","1","132","32","0","0","1","1","0","0","0","158.939955000","0.000244000","0.001739000","0.000549000"
"192.168.0.5","192.168.0.11","48","1","0","128","6","65535","0","0","0","33","0","0","0","0","0","1","0","158.956666000","0.016711000","0.000000000","0.000000000"
"192.168.0.11","192.168.0.5","48","1","0","128","6","64240","1","0","0","33","0","0","1","0","0","1","0","158.957512000","0.000846000","0.000846000","0.000846000"
"192.168.0.5","192.168.0.11","40","1","0","128","6","65535","1","1","0","33","0","0","1","0","0","0","0","158.957694000","0.000182000","0.001028000","0.000182000"
"192.168.0.5","192.168.0.11","48","1","0","128","6","65535","0","0","0","34","0","0","0","0","0","1","0","158.968768000","0.011074000","0.000000000","0.000000000"
"192.168.0.11","192.168.0.5","48","1","0","128","6","64240","1","0","0","34","0","0","1","0","0","1","0","158.969688000","0.000920000","0.000920000","0.000920000"
"192.168.0.5","192.168.0.11","40","1","0","128","6","65535","1","1","0","34","0","0","1","0","0","0","0","158.969866000","0.000178000","0.001098000","0.000178000"
"192.168.0.5","192.168.0.11","172","1","0","128","6","65535","1","1","132","33","0","0","1","1","0","0","0","158.970107000","0.000241000","0.013441000","0.012413000"
"192.168.0.5","192.168.0.11","172","1","0","128","6","65535","1","1","132","34","0","0","1","1","0","0","0","158.970352000","0.000245000","0.001584000","0.000486000"
"192.168.0.5","192.168.0.11","48","1","0","128","6","65535","0","0","0","35","0","0","0","0","0","1","0","158.987105000","0.016753000","0.000000000","0.000000000"
"192.168.0.11","192.168.0.5","48","1","0","128","6","64240","1","0","0","35","0","0","1","0","0","1","0","158.988111000","0.001006000","0.001006000","0.001006000"
"192.168.0.5","192.168.0.11","40","1","0","128","6","65535","1","1","0","35","0","0","1","0","0","0","0","158.988277000","0.000166000","0.001172000","0.000166000"
"192.168.0.5","192.168.0.11","48","1","0","128","6","65535","0","0","0","36","0","0","0","0","0","1","0","159.005862000","0.017585000","0.000000000","0.000000000"
"192.168.0.11","192.168.0.5","48","1","0","128","6","64240","1","0","0","36","0","0","1","0","0","1","0","159.006993000","0.001131000","0.001131000","0.001131000"
"192.168.0.5","192.168.0.11","40","1","0","128","6","65535","1","1","0","36","0","0","1","0","0","0","0","159.007149000","0.000156000","0.001287000","0.000156000"
"192.168.0.5","192.168.0.11","172","1","0","128","6","65535","1","1","132","35","0","0","1","1","0","0","0","159.007423000","0.000274000","0.020318000","0.019146000"
"192.168.0.5","192.168.0.11","40","1","0","128","6","65307","229","223","0","26","0","0","1","0","0","0","0","159.014309000","0.006886000","0.229569000","0.201895000"
"192.168.0.5","192.168.0.11","48","1","0","128","6","65535","0","0","0","37","0","0","0","0","0","1","0","159.019988000","0.005679000","0.000000000","0.000000000"
"192.168.0.11","192.168.0.5","48","1","0","128","6","64240","1","0","0","37","0","0","1","0","0","1","0","159.020886000","0.000898000","0.000898000","0.000898000"
"192.168.0.5","192.168.0.11","40","1","0","128","6","65535","1","1","0","37","0","0","1","0","0","0","0","159.021029000","0.000143000","0.001041000","0.000143000"
"192.168.0.5","192.168.0.11","172","1","0","128","6","65535","1","1","132","36","0","0","1","1","0","0","0","159.021272000","0.000243000","0.015410000","0.014123000"
"192.168.0.5","192.168.0.11","48","1","0","128","6","65535","0","0","0","38","0","0","0","0","0","1","0","159.036965000","0.015693000","0.000000000","0.000000000"
"192.168.0.11","192.168.0.5","48","1","0","128","6","64240","1","0","0","38","0","0","1","0","0","1","0","159.038152000","0.001187000","0.001187000","0.001187000"
"192.168.0.5","192.168.0.11","40","1","0","128","6","65535","1","1","0","38","0","0","1","0","0","0","0","159.038318000","0.000166000","0.001353000","0.000166000"
"192.168.0.5","192.168.0.11","172","1","0","128","6","65535","1","1","132","37","0","0","1","1","0","0","0","159.038545000","0.000227000","0.018557000","0.017516000"
"192.168.0.5","192.168.0.11","48","1","0","128","6","65535","0","0","0","39","0","0","0","0","0","1","0","159.048702000","0.010157000","0.000000000","0.000000000"
"192.168.0.11","192.168.0.5","48","1","0","128","6","64240","1","0","0","39","0","0","1","0","0","1","0","159.049771000","0.001069000","0.001069000","0.001069000"
"192.168.0.5","192.168.0.11","40","1","0","128","6","65535","1","1","0","39","0","0","1","0","0","0","0","159.050041000","0.000270000","0.001339000","0.000270000"
"192.168.0.5","192.168.0.11","172","1","0","128","6","65535","1","1","132","38","0","0","1","1","0","0","0","159.050284000","0.000243000","0.013319000","0.011966000"
"192.168.0.11","192.168.0.5","40","1","0","128","6","64108","133","1","0","27","0","0","1","0","0","0","0","159.053611000","0.003327000","0.193092000","0.178123000"
"192.168.0.11","192.168.0.5","40","1","0","128","6","64108","133","1","0","28","0","0","1","0","0","0","0","159.053716000","0.000105000","0.179730000","0.166720000"
"192.168.0.11","192.168.0.5","40","1","0","128","6","64108","133","1","0","29","0","0","1","0","0","0","0","159.053798000","0.000082000","0.168190000","0.166784000"
"192.168.0.11","192.168.0.5","40","1","0","128","6","64108","133","1","0","30","0","0","1","0","0","0","0","159.053878000","0.000080000","0.150730000","0.149298000"
"192.168.0.11","192.168.0.5","40","1","0","128","6","64108","133","1","0","32","0","0","1","0","0","0","0","159.054042000","0.000164000","0.115826000","0.114087000"
"192.168.0.11","192.168.0.5","40","1","0","128","6","64108","133","1","0","31","0","0","1","0","0","0","0","159.054122000","0.000080000","0.128812000","0.114411000"
"192.168.0.5","192.168.0.11","48","1","0","128","6","65535","0","0","0","40","0","0","0","0","0","1","0","159.070209000","0.016087000","0.000000000","0.000000000"
"192.168.0.11","192.168.0.5","48","1","0","128","6","64240","1","0","0","40","0","0","1","0","0","1","0","159.071206000","0.000997000","0.000997000","0.000997000"
"192.168.0.5","192.168.0.11","40","1","0","128","6","65535","1","1","0","40","0","0","1","0","0","0","0","159.071503000","0.000297000","0.001294000","0.000297000"
"192.168.0.5","192.168.0.11","172","1","0","128","6","65535","1","1","132","39","0","0","1","1","0","0","0","159.071744000","0.000241000","0.023042000","0.021703000"
"192.168.0.5","192.168.0.11","177","1","0","128","6","65535","1","1","137","40","0","0","1","1","0","0","0","159.071989000","0.000245000","0.001780000","0.000486000"
"192.168.0.11","192.168.0.5","129","1","0","128","6","64103","138","1","89","40","0","0","1","1","0","0","0","159.073457000","0.001468000","0.003248000","0.001468000"
"192.168.0.5","192.168.0.11","125","1","0","128","6","65446","90","138","85","40","0","0","1","1","0","0","0","159.091847000","0.018390000","0.021638000","0.018390000"
"192.168.0.11","192.168.0.5","132","1","0","128","6","64018","223","90","92","40","0","0","1","1","0","0","0","159.092871000","0.001024000","0.022662000","0.001024000"
"192.168.0.5","192.168.0.11","40","1","0","128","6","65307","229","223","0","26","0","0","1","0","0","0","1","159.116786000","0.023915000","0.332046000","0.102477000"
"192.168.0.11","192.168.0.5","40","1","0","128","6","64018","224","229","0","26","0","0","1","0","0","0","1","159.117536000","0.000750000","0.332796000","0.000750000"
"192.168.0.5","192.168.0.11","40","1","0","128","6","65307","230","224","0","26","0","0","1","0","0","0","0","159.117736000","0.000200000","0.332996000","0.000200000"
"192.168.0.5","192.168.0.11","48","1","0","128","6","65535","0","0","0","41","0","0","0","0","0","1","0","159.140159000","0.022423000","0.000000000","0.000000000"
"192.168.0.11","192.168.0.5","48","1","0","128","6","64240","1","0","0","41","0","0","1","0","0","1","0","159.140914000","0.000755000","0.000755000","0.000755000"
"192.168.0.5","192.168.0.11","40","1","0","128","6","65535","1","1","0","41","0","0","1","0","0","0","0","159.141099000","0.000185000","0.000940000","0.000185000"
"192.168.0.5","192.168.0.11","172","1","0","128","6","65535","1","1","132","41","0","0","1","1","0","0","0","159.141341000","0.000242000","0.001182000","0.000242000"
"192.168.0.5","192.168.0.11","48","1","0","128","6","65535","0","0","0","42","0","0","0","0","0","1","0","159.160494000","0.019153000","0.000000000","0.000000000"
"192.168.0.11","192.168.0.5","48","1","0","128","6","64240","1","0","0","42","0","0","1","0","0","1","0","159.161286000","0.000792000","0.000792000","0.000792000"
"192.168.0.5","192.168.0.11","40","1","0","128","6","65535","1","1","0","42","0","0","1","0","0","0","0","159.161576000","0.000290000","0.001082000","0.000290000"
"192.168.0.11","192.168.0.5","40","1","0","128","6","64108","133","1","0","33","0","0","1","0","0","0","0","159.163219000","0.001643000","0.206553000","0.193112000"
"192.168.0.11","192.168.0.5","40","1","0","128","6","64108","133","1","0","34","0","0","1","0","0","0","0","159.163302000","0.000083000","0.194534000","0.192950000"
"192.168.0.11","192.168.0.5","40","1","0","128","6","64108","133","1","0","35","0","0","1","0","0","0","0","159.163463000","0.000161000","0.176358000","0.156040000"
"192.168.0.11","192.168.0.5","40","1","0","128","6","64108","133","1","0","37","0","0","1","0","0","0","0","159.163524000","0.000061000","0.143536000","0.124979000"
"192.168.0.11","192.168.0.5","40","1","0","128","6","64108","133","1","0","36","0","0","1","0","0","0","0","159.163545000","0.000021000","0.157683000","0.142273000"
"192.168.0.11","192.168.0.5","40","1","0","128","6","64108","133","1","0","38","0","0","1","0","0","0","0","159.163789000","0.000244000","0.126824000","0.113505000"
"192.168.0.5","192.168.0.11","48","1","0","128","6","65535","0","0","0","43","0","0","0","0","0","1","0","159.172902000","0.009113000","0.000000000","0.000000000"
"192.168.0.11","192.168.0.5","48","1","0","128","6","64240","1","0","0","43","0","0","1","0","0","1","0","159.173645000","0.000743000","0.000743000","0.000743000"
"192.168.0.5","192.168.0.11","40","1","0","128","6","65535","1","1","0","43","0","0","1","0","0","0","0","159.173807000","0.000162000","0.000905000","0.000162000"
"192.168.0.5","192.168.0.11","172","1","0","128","6","65535","1","1","132","42","0","0","1","1","0","0","0","159.174048000","0.000241000","0.013554000","0.012472000"
"192.168.0.5","192.168.0.11","48","1","0","128","6","65535","0","0","0","44","0","0","0","0","0","1","0","159.190232000","0.016184000","0.000000000","0.000000000"
"192.168.0.11","192.168.0.5","48","1","0","128","6","64240","1","0","0","44","0","0","1","0","0","1","0","159.190963000","0.000731000","0.000731000","0.000731000"
"192.168.0.5","192.168.0.11","40","1","0","128","6","65535","1","1","0","44","0","0","1","0","0","0","0","159.191129000","0.000166000","0.000897000","0.000166000"
"192.168.0.5","192.168.0.11","172","1","0","128","6","65535","1","1","132","43","0","0","1","1","0","0","0","159.191372000","0.000243000","0.018470000","0.017565000"
"192.168.0.5","192.168.0.11","48","1","0","128","6","65535","0","0","0","45","0","0","0","0","0","1","0","159.203271000","0.011899000","0.000000000","0.000000000"
"192.168.0.11","192.168.0.5","48","1","0","128","6","64240","1","0","0","45","0","0","1","0","0","1","0","159.204014000","0.000743000","0.000743000","0.000743000"
"192.168.0.5","192.168.0.11","40","1","0","128","6","65535","1","1","0","45","0","0","1","0","0","0","0","159.204181000","0.000167000","0.000910000","0.000167000"
"192.168.0.5","192.168.0.11","172","1","0","128","6","65535","1","1","132","44","0","0","1","1","0","0","0","159.204424000","0.000243000","0.014192000","0.013295000"
"192.168.0.5","192.168.0.11","172","1","0","128","6","65535","1","1","132","45","0","0","1","1","0","0","0","159.204669000","0.000245000","0.001398000","0.000488000"
"192.168.0.5","192.168.0.11","40","1","0","128","6","65354","182","223","0","40","0","0","1","0","0","0","0","159.233075000","0.028406000","0.162866000","0.140204000"
"192.168.0.11","192.168.0.5","40","1","0","128","6","64108","133","1","0","41","0","0","1","0","0","0","0","159.272147000","0.039072000","0.131988000","0.130806000"
"192.168.0.11","192.168.0.5","40","1","0","128","6","64108","133","1","0","39","0","0","1","0","0","0","0","159.272229000","0.000082000","0.223527000","0.200485000"
"192.168.0.11","192.168.0.5","40","1","0","128","6","64108","133","1","0","43","0","0","1","0","0","0","0","159.381693000","0.109464000","0.208791000","0.190321000"
"192.168.0.11","192.168.0.5","40","1","0","128","6","64108","133","1","0","44","0","0","1","0","0","0","0","159.381775000","0.000082000","0.191543000","0.177351000"
"192.168.0.11","192.168.0.5","40","1","0","128","6","64108","133","1","0","45","0","0","1","0","0","0","0","159.381850000","0.000075000","0.178579000","0.177181000"
"192.168.0.11","192.168.0.5","40","1","0","128","6","64108","133","1","0","42","0","0","1","0","0","0","0","159.381934000","0.000084000","0.221440000","0.207886000"
"192.168.0.5","192.168.0.11","40","1","0","128","6","65354","182","223","0","40","0","0","1","0","0","0","1","160.188690000","0.806756000","1.118481000","0.955615000"
"192.168.0.5","192.168.0.11","93","1","0","128","6","65111","425","63802","53","25","0","0","1","1","0","0","0","160.188901000","0.000211000","3.580334000","1.502715000"
"192.168.0.11","192.168.0.5","40","1","0","128","6","64018","224","182","0","40","0","0","1","0","0","0","1","160.189509000","0.000608000","1.119300000","0.000819000"
"192.168.0.5","192.168.0.11","40","1","0","128","6","65354","183","224","0","40","0","0","1","0","0","0","0","160.189791000","0.000282000","1.119582000","0.000282000"
"192.168.0.11","192.168.0.5","93","1","0","128","6","62901","63855","425","53","25","0","0","1","1","0","0","0","160.190630000","0.000839000","3.582063000","0.001729000"
"192.168.0.5","192.168.0.11","1500","1","0","128","6","65058","478","63855","1460","25","0","0","1","1","0","0","0","160.217867000","0.027237000","3.609300000","0.027237000"
"192.168.0.5","192.168.0.11","1500","1","0","128","6","65058","478","65315","1460","25","0","0","1","1","0","0","0","160.218474000","0.000607000","3.609907000","0.000607000"
"192.168.0.11","192.168.0.5","40","1","0","128","6","64240","66775","478","0","25","0","0","1","0","0","0","0","160.219226000","0.000752000","3.610659000","0.000752000"
"192.168.0.5","192.168.0.11","1273","1","0","128","6","65058","478","66775","1233","25","0","0","1","1","0","0","0","160.219631000","0.000405000","3.611064000","0.000405000"
"192.168.0.11","192.168.0.5","132","1","0","128","6","63007","68008","478","92","25","0","0","1","1","0","0","0","160.221099000","0.001468000","3.612532000","0.001468000"
"192.168.0.5","192.168.0.11","1500","1","0","128","6","65535","1","133","1460","27","0","0","1","1","0","0","0","160.250706000","0.029607000","1.390187000","1.197095000"
"192.168.0.5","192.168.0.11","1500","1","0","128","6","65535","1","1593","1460","27","0","0","1","1","0","0","0","160.250978000","0.000272000","1.390459000","0.000272000"
"192.168.0.11","192.168.0.5","40","1","0","128","6","61188","3053","1","0","27","0","0","1","0","0","0","0","160.251724000","0.000746000","1.391205000","0.000746000"
"192.168.0.5","192.168.0.11","1500","1","0","128","6","65535","1","133","1460","28","0","0","1","1","0","0","0","160.256958000","0.005234000","1.382972000","1.203242000"
"192.168.0.5","192.168.0.11","1500","1","0","128","6","65535","1","1593","1460","28","0","0","1","1","0","0","0","160.257238000","0.000280000","1.383252000","0.000280000"
"192.168.0.5","192.168.0.11","1500","1","0","128","6","65535","1","133","1460","29","0","0","1","0","0","0","0","160.257485000","0.000247000","1.371877000","1.203687000"
"192.168.0.5","192.168.0.11","80","1","0","128","6","65535","1","1593","40","29","0","0","1","1","0","0","0","160.257728000","0.000243000","1.372120000","0.000243000"
"192.168.0.11","192.168.0.5","40","1","0","128","6","61188","3053","1","0","28","0","0","1","0","0","0","0","160.258068000","0.000340000","1.384082000","0.000830000"
"192.168.0.11","192.168.0.5","40","1","0","128","6","62608","1633","1","0","29","0","0","1","0","0","0","0","160.258381000","0.000313000","1.372773000","0.000653000"
"192.168.0.5","192.168.0.11","1460","1","0","128","6","65535","1","1633","1420","29","0","0","1","1","0","0","0","160.258815000","0.000434000","1.373207000","0.000434000"
"192.168.0.5","192.168.0.11","1500","1","0","128","6","65535","1","133","1460","30","0","0","1","0","0","0","0","160.261287000","0.002472000","1.358139000","1.207409000"
"192.168.0.5","192.168.0.11","80","1","0","128","6","65535","1","1593","40","30","0","0","1","1","0","0","0","160.261534000","0.000247000","1.358386000","0.000247000"
"192.168.0.5","192.168.0.11","1500","1","0","128","6","65535","1","133","1460","31","0","0","1","1","0","0","0","160.261945000","0.000411000","1.336635000","1.207823000"
"192.168.0.11","192.168.0.5","40","1","0","128","6","62608","1633","1","0","30","0","0","1","0","0","0","0","160.262203000","0.000258000","1.359055000","0.000669000"
"192.168.0.5","192.168.0.11","1500","1","0","128","6","65535","1","1593","1460","31","0","0","1","1","0","0","0","160.262567000","0.000364000","1.337257000","0.000622000"
"192.168.0.5","192.168.0.11","1460","1","0","128","6","65535","1","1633","1420","30","0","0","1","1","0","0","0","160.262815000","0.000248000","1.359667000","0.000612000"
"192.168.0.5","192.168.0.11","1500","1","0","128","6","65535","1","133","1460","32","0","0","1","0","0","0","0","160.263059000","0.000244000","1.324843000","1.209017000"
"192.168.0.5","192.168.0.11","80","1","0","128","6","65535","1","1593","40","32","0","0","1","1","0","0","0","160.263073000","0.000014000","1.324857000","0.000014000"
"192.168.0.11","192.168.0.5","40","1","0","128","6","61188","3053","1","0","31","0","0","1","0","0","0","0","160.263601000","0.000528000","1.338291000","0.001034000"
"192.168.0.11","192.168.0.5","40","1","0","128","6","62608","1633","1","0","32","0","0","1","0","0","0","0","160.263914000","0.000313000","1.325698000","0.000841000"
"192.168.0.5","192.168.0.11","1500","1","0","128","6","65535","1","133","1460","33","0","0","1","1","0","0","0","160.264030000","0.000116000","1.307364000","1.100811000"
"192.168.0.5","192.168.0.11","1460","1","0","128","6","65535","1","1633","1420","32","0","0","1","1","0","0","0","160.264338000","0.000308000","1.326122000","0.000424000"
"192.168.0.5","192.168.0.11","1500","1","0","128","6","65535","1","1593","1460","33","0","0","1","1","0","0","0","160.268085000","0.003747000","1.311419000","0.004055000"
"192.168.0.5","192.168.0.11","1500","1","0","128","6","65535","1","133","1460","34","0","0","1","1","0","0","0","160.268410000","0.000325000","1.299642000","1.105108000"
"192.168.0.5","192.168.0.11","1500","1","0","128","6","65535","1","1593","1460","34","0","0","1","1","0","0","0","160.269044000","0.000634000","1.300276000","0.000634000"
"192.168.0.11","192.168.0.5","40","1","0","128","6","61188","3053","1","0","33","0","0","1","0","0","0","0","160.269193000","0.000149000","1.312527000","0.001108000"
"192.168.0.5","192.168.0.11","1500","1","0","128","6","65535","1","133","1460","35","0","0","1","0","0","0","0","160.269338000","0.000145000","1.282233000","1.105875000"
"192.168.0.5","192.168.0.11","80","1","0","128","6","65535","1","1593","40","35","0","0","1","1","0","0","0","160.269583000","0.000245000","1.282478000","0.000245000"
"192.168.0.11","192.168.0.5","40","1","0","128","6","61188","3053","1","0","34","0","0","1","0","0","0","0","160.269752000","0.000169000","1.300984000","0.000708000"
"192.168.0.11","192.168.0.5","40","1","0","128","6","62608","1633","1","0","35","0","0","1","0","0","0","0","160.270115000","0.000363000","1.283010000","0.000532000"
"192.168.0.5","192.168.0.11","1500","1","0","128","6","65535","1","133","1460","36","0","0","1","1","0","0","0","160.270205000","0.000090000","1.264343000","1.106660000"
"192.168.0.5","192.168.0.11","1500","1","0","128","6","65535","1","1593","1460","36","0","0","1","1","0","0","0","160.270483000","0.000278000","1.264621000","0.000278000"
"192.168.0.5","192.168.0.11","1460","1","0","128","6","65535","1","1633","1420","35","0","0","1","1","0","0","0","160.270728000","0.000245000","1.283623000","0.000613000"
"192.168.0.11","192.168.0.5","40","1","0","128","6","61188","3053","1","0","36","0","0","1","0","0","0","0","160.271260000","0.000532000","1.265398000","0.000777000"
"192.168.0.5","192.168.0.11","1500","1","0","128","6","65535","1","133","1460","37","0","0","1","1","0","0","0","160.271723000","0.000463000","1.251735000","1.108199000"
"192.168.0.5","192.168.0.11","1500","1","0","128","6","65535","1","1593","1460","37","0","0","1","1","0","0","0","160.275638000","0.003915000","1.255650000","0.003915000"
"192.168.0.5","192.168.0.11","1500","1","0","128","6","65535","1","133","1460","38","0","0","1","1","0","0","0","160.275969000","0.000331000","1.239004000","1.112180000"
"192.168.0.5","192.168.0.11","1500","1","0","128","6","65535","1","1593","1460","38","0","0","1","1","0","0","0","160.276565000","0.000596000","1.239600000","0.000596000"
"192.168.0.11","192.168.0.5","40","1","0","128","6","61188","3053","1","0","37","0","0","1","0","0","0","0","160.276580000","0.000015000","1.256592000","0.000942000"
"192.168.0.5","192.168.0.11","1500","1","0","128","6","65535","1","133","1460","39","0","0","1","1","0","0","0","160.277160000","0.000580000","1.228458000","1.004931000"
"192.168.0.5","192.168.0.11","1500","1","0","128","6","65535","1","1593","1460","39","0","0","1","1","0","0","0","160.277427000","0.000267000","1.228725000","0.000267000"
"192.168.0.11","192.168.0.5","40","1","0","128","6","61188","3053","1","0","38","0","0","1","0","0","0","0","160.277619000","0.000192000","1.240654000","0.001054000"
"192.168.0.5","192.168.0.11","1500","1","0","128","6","65535","1","133","1460","41","0","0","1","0","0","0","0","160.277676000","0.000057000","1.137517000","1.005529000"
"192.168.0.5","192.168.0.11","80","1","0","128","6","65535","1","1593","40","41","0","0","1","1","0","0","0","160.277930000","0.000254000","1.137771000","0.000254000"
"192.168.0.11","192.168.0.5","40","1","0","128","6","61188","3053","1","0","39","0","0","1","0","0","0","0","160.278189000","0.000259000","1.229487000","0.000762000"
"192.168.0.11","192.168.0.5","40","1","0","128","6","62608","1633","1","0","41","0","0","1","0","0","0","0","160.278404000","0.000215000","1.138245000","0.000474000"
"192.168.0.5","192.168.0.11","1500","1","0","128","6","65535","1","133","1460","42","0","0","1","0","0","0","0","160.278843000","0.000439000","1.118349000","0.896909000"
"192.168.0.5","192.168.0.11","1460","1","0","128","6","65535","1","1633","1420","41","0","0","1","1","0","0","0","160.278980000","0.000137000","1.138821000","0.000576000"
"192.168.0.5","192.168.0.11","80","1","0","128","6","65535","1","1593","40","42","0","0","1","1","0","0","0","160.279085000","0.000105000","1.118591000","0.000242000"
"192.168.0.5","192.168.0.11","1500","1","0","128","6","65535","1","133","1460","43","0","0","1","0","0","0","0","160.279666000","0.000581000","1.106764000","0.897973000"
"192.168.0.5","192.168.0.11","80","1","0","128","6","65535","1","1593","40","43","0","0","1","1","0","0","0","160.279906000","0.000240000","1.107004000","0.000240000"
"192.168.0.11","192.168.0.5","40","1","0","128","6","62608","1633","1","0","42","0","0","1","0","0","0","0","160.279926000","0.000020000","1.119432000","0.000841000"
"192.168.0.5","192.168.0.11","1460","1","0","128","6","65535","1","1633","1420","42","0","0","1","1","0","0","0","160.280395000","0.000469000","1.119901000","0.000469000"
"192.168.0.11","192.168.0.5","40","1","0","128","6","62608","1633","1","0","43","0","0","1","0","0","0","0","160.280654000","0.000259000","1.107752000","0.000748000"
"192.168.0.5","192.168.0.11","1460","1","0","128","6","65535","1","1633","1420","43","0","0","1","1","0","0","0","160.281079000","0.000425000","1.108177000","0.000425000"
"192.168.0.5","192.168.0.11","1500","1","0","128","6","65535","1","133","1460","44","0","0","1","1","0","0","0","160.281393000","0.000314000","1.091161000","0.899618000"
"192.168.0.5","192.168.0.11","1500","1","0","128","6","65535","1","1593","1460","44","0","0","1","1","0","0","0","160.281665000","0.000272000","1.091433000","0.000272000"
"192.168.0.5","192.168.0.11","1500","1","0","128","6","65535","1","133","1460","45","0","0","1","1","0","0","0","160.282231000","0.000566000","1.078960000","0.900381000"
"192.168.0.11","192.168.0.5","40","1","0","128","6","61188","3053","1","0","44","0","0","1","0","0","0","0","160.282407000","0.000176000","1.092175000","0.000742000"
"192.168.0.5","192.168.0.11","1500","1","0","128","6","65535","1","1593","1460","45","0","0","1","1","0","0","0","160.282689000","0.000282000","1.079418000","0.000458000"
"192.168.0.5","192.168.0.11","1192","1","0","128","6","65535","1","3053","1152","27","0","0","1","1","0","0","0","160.283412000","0.000723000","1.422893000","0.031688000"
"192.168.0.11","192.168.0.5","40","1","0","128","6","61188","3053","1","0","45","0","0","1","0","0","0","0","160.283548000","0.000136000","1.080277000","0.000859000"
"192.168.0.5","192.168.0.11","1192","1","0","128","6","65535","1","3053","1152","28","0","0","1","1","0","0","0","160.283667000","0.000119000","1.409681000","0.025599000"
"192.168.0.5","192.168.0.11","1192","1","0","128","6","65535","1","3053","1152","31","0","0","1","1","0","0","0","160.288778000","0.005111000","1.363468000","0.025177000"
"192.168.0.5","192.168.0.11","1192","1","0","128","6","65535","1","3053","1152","33","0","0","1","1","0","0","0","160.289544000","0.000766000","1.332878000","0.020351000"
"192.168.0.5","192.168.0.11","1192","1","0","128","6","65535","1","3053","1152","34","0","0","1","1","0","0","0","160.290087000","0.000543000","1.321319000","0.020335000"
"192.168.0.5","192.168.0.11","1192","1","0","128","6","65535","1","3053","1152","36","0","0","1","1","0","0","0","160.290558000","0.000471000","1.284696000","0.019298000"
"192.168.0.5","192.168.0.11","1192","1","0","128","6","65535","1","3053","1152","37","0","0","1","1","0","0","0","160.293552000","0.002994000","1.273564000","0.016972000"
"192.168.0.5","192.168.0.11","1192","1","0","128","6","65535","1","3053","1152","38","0","0","1","1","0","0","0","160.294229000","0.000677000","1.257264000","0.016610000"
"192.168.0.5","192.168.0.11","1192","1","0","128","6","65535","1","3053","1152","39","0","0","1","1","0","0","0","160.294475000","0.000246000","1.245773000","0.016286000"
"192.168.0.5","192.168.0.11","1192","1","0","128","6","65535","1","3053","1152","44","0","0","1","1","0","0","0","160.296460000","0.001985000","1.106228000","0.014053000"
"192.168.0.5","192.168.0.11","1192","1","0","128","6","65535","1","3053","1152","45","0","0","1","1","0","0","0","160.297135000","0.000675000","1.093864000","0.013587000"
"192.168.0.5","192.168.0.11","40","1","0","128","6","64966","570","68008","0","25","0","0","1","0","0","0","0","160.436316000","0.139181000","3.827749000","0.215217000"
"192.168.0.11","192.168.0.5","40","1","0","128","6","60036","4205","1","0","45","0","0","1","0","0","0","0","160.475536000","0.039220000","1.272265000","0.178401000"
"192.168.0.11","192.168.0.5","40","1","0","128","6","60036","4205","1","0","44","0","0","1","0","0","0","0","160.475638000","0.000102000","1.285406000","0.179178000"
"192.168.0.11","192.168.0.5","40","1","0","128","6","60036","4205","1","0","39","0","0","1","0","0","0","0","160.475780000","0.000142000","1.427078000","0.181305000"
"192.168.0.11","192.168.0.5","40","1","0","128","6","60036","4205","1","0","38","0","0","1","0","0","0","0","160.475808000","0.000028000","1.438843000","0.181579000"
"192.168.0.11","192.168.0.5","40","1","0","128","6","60036","4205","1","0","37","0","0","1","0","0","0","0","160.476025000","0.000217000","1.456037000","0.182473000"
"192.168.0.11","192.168.0.5","40","1","0","128","6","60036","4205","1","0","36","0","0","1","0","0","0","0","160.476049000","0.000024000","1.470187000","0.185491000"
"192.168.0.11","192.168.0.5","40","1","0","128","6","60036","4205","1","0","33","0","0","1","0","0","0","0","160.476189000","0.000140000","1.519523000","0.186645000"
"192.168.0.11","192.168.0.5","40","1","0","128","6","60036","4205","1","0","31","0","0","1","0","0","0","0","160.476266000","0.000077000","1.550956000","0.187488000"
"192.168.0.11","192.168.0.5","40","1","0","128","6","60036","4205","1","0","34","0","0","1","0","0","0","0","160.476292000","0.000026000","1.507524000","0.186205000"
"192.168.0.11","192.168.0.5","40","1","0","128","6","60036","4205","1","0","28","0","0","1","0","0","0","0","160.476432000","0.000140000","1.602446000","0.192765000"
"192.168.0.11","192.168.0.5","40","1","0","128","6","60036","4205","1","0","27","0","0","1","0","0","0","0","160.476537000","0.000105000","1.616018000","0.193125000"
